  -7.17728883E-02  0.261908710      -2.18766022    
  -1.85598588      0.725366116       1.04393446    
  0.333765447       2.34660268       9.08841267E-02
 -0.471180737     -0.563383877      -1.98648930    
   1.75072873     -0.543108165      0.717570782    
  -2.14390159       1.46611710E-04 -0.547503531    
   1.48545301      0.598671615       1.36623991    
  -1.02516389       7.47228712E-02  -1.95904481    
   1.92713010      0.350365937      0.682727039    
   1.81900191       1.10111880     -0.547873676    
 -0.895796597      -1.69164050     -0.402158678    
   1.82670510     -0.637526035      0.331285059    
  -1.60078907      -6.61701243E-03   1.43125510    
 -0.781391382     -0.764238179      -1.79437137    
 -0.716182351      -1.75646424     -0.408517390    
   1.37884719E-02 -0.965188622       1.70563316    
   1.71884882      0.806108057      -1.06521523    
 -0.969525218       1.91507947      0.960435390    
   3.24643287E-03  -1.80692935      0.518021286    
 -0.346978992      0.555004954       2.05084777    
