   1.02170908       1.42284381       5.69751978    
   5.61405563       5.75252390      0.373238206    
   1.81232357       6.63695478       5.15283680    
   9.49390984       5.93382549       4.71536255    
   7.96237850      0.828371406       8.50876331    
   6.22473621       4.85976982       9.74679756    
   3.46529865       1.62963080       6.05899429    
   5.83337402       7.75588655       9.50557423    
   7.70147705       4.28348398       2.61751938    
   5.12069130       5.74595499       7.15605974    
  0.144822121       9.11692619       1.47606874    
   1.64453602       7.74374771       5.05202579    
   4.98094845       6.49758244       8.74384785    
   2.06375551       1.77567029       8.67891407    
   5.83212471       8.39232922       5.18574524    
   9.65439510       5.13463306       7.51920223    
   2.17262650       2.74467182       8.86919022    
   4.82708120       3.23446274      0.806257606    
   4.65573740       9.85906982       5.04706621    
   7.71635628       7.45169640      0.462772429    
   8.97375107       4.30779600       7.15017939    
   2.59588552      0.958546638       6.68831205    
   4.73945141      0.488585562       9.79162884    
  0.100722015       4.61222029       5.82435226    
   4.80578423       9.51805210       5.90968037    
   2.67035484       8.74468136      0.502375960    
   7.18300533       9.52219772       9.35000038    
   9.21433163      0.229765579       6.42096472    
   8.03129959       8.32939339       7.13192081    
   8.37838936       8.37564468E-02  0.716498375    
   2.40080333       1.12548769       2.75372648    
   4.67129374       6.18502331      0.526033401    
   5.38656807       8.49762058      0.985381246    
   2.80847192       5.83164454       6.25629950    
  0.933993459       2.61273479       1.43972623    
   4.80576515       6.27681732       9.68771839    
   4.81076336       4.83318043       7.53108311    
   5.86624861       6.66550589       8.12864208    
   4.52605391       8.50673199       2.81146097    
   1.56542659       9.21710205       1.48653555    
   2.31753397       1.18978930      0.279820919    
   3.13669014       2.08153057       6.57851267    
  0.424089432       1.30252993      0.347828150    
   3.55901909       9.20352459       8.60641861    
   3.41606975       7.02417994       2.91417980    
   5.34248257       3.51262188       1.82969224    
   7.61494112       9.63511658       6.42442799    
   1.00199127       4.69397402       2.78655863    
   9.89082336       3.51656604       3.46530819    
   6.68347120       1.16228080       3.66085720    
   6.26955509       9.60381985       9.88405037    
  0.883298397       4.87761259       7.00572824    
   1.50592935       8.31766319       7.38763952    
   6.05035734       1.87328744       5.01557732    
   5.58823299       3.11960721       9.50948429    
   9.71175194       6.30385733       1.67163444    
   1.38141537       3.25382566      0.897896945    
   7.44326258       1.00796008       7.99608231E-02
   9.91219807       4.65700579      0.845850229    
   1.45020986       5.77362061       4.88745928    
   2.65550137       2.70139599       7.56606197    
   8.10096645       7.01969385      0.511970043    
   5.76602125       8.76348400       4.31929398    
   8.43207359       3.64573431       6.87410402    
   5.40843296       6.31290913       8.27989292    
   4.79348803       8.90491772       4.32663727    
   5.59283686       6.84298372       5.88090754    
   7.40816641       8.51749706       7.99866343    
   7.20049381       3.26270556       3.77742910    
   3.33611894       1.01834333       5.21772146    
   5.43191290       8.77745438       2.32482624    
   9.38489151       8.95173168       7.63101339    
   6.29025936       7.87277508       6.50056505    
   1.74407554       8.25990677       3.93546391    
   4.85949564       9.60992908       8.96443939    
   2.81608391       6.79036331       6.54804754    
   2.98730826       9.73778915       6.86015558    
  0.860008240       4.78279543       1.94151664    
   4.31752253       9.14500332      0.211363196    
   2.38999271       3.07586265       4.86683273    
  0.672143936       5.42711639       4.27424526    
   6.83145666       5.08343554       1.14681673    
   8.74757481       2.89211583       5.24712610    
   6.84653997       1.31109905       1.59493482    
   9.50773430       8.51461220       3.13158488    
   5.27304649       6.55345488       5.01347971    
  0.652110696       9.59832001       6.08750820    
   7.02738953       9.90545559       9.53545761    
   7.81843233       6.77246284       4.22412491    
  0.151802659       1.44580650       4.22102547    
   8.47987556      0.695991516       2.51277709    
   2.73188925       6.80468082      0.739099741    
   9.44601059       9.03737068       3.57986450    
   2.09521723       4.82559204E-04   9.97863483    
   2.09402990      0.658780098       4.42009878    
   9.12442493       3.22140169       4.61867905    
   6.50619602      0.649875402       1.40333176E-02
   1.64182162       1.43968105       4.06492949    
   1.97412241      0.878114820      0.130680561    
   6.17927885       9.10403824       7.78478336    
   4.98769951       8.26801109       6.76337767    
   7.56864262       1.01966226       7.69200802    
   4.05456257       2.16879630       6.46769667    
   9.75840187       6.11352634       5.39232111    
   6.32413197       5.80236435       1.33282876    
   6.42522383       2.30078578       9.78494263    
   6.10101843       6.91378069       8.32389736    
   7.64434242       6.91790056       2.96021533    
   2.71060061       3.68089557       2.93629026    
   6.29505205       4.79652643       2.28022599    
   4.14214087       3.80426955       5.41805649    
   3.71024227       5.83195114       2.21555519    
   2.55431294      0.548629284       1.62492061    
   2.49191356       4.74387026       7.44545841    
   5.07729864       9.36025143       7.81489372    
   7.40389919       4.83772612       9.83518028    
   3.77356720       5.30828142       3.24250460    
   4.81492519       4.15162897       7.14746666    
   9.53837681       2.74729466       8.42628860    
   4.85142899       5.17325115       6.82502890    
   7.12007809       9.60737133       1.10615897    
   6.17308378       4.06351852       7.65771914    
   3.02601361       7.65431690       2.27171898    
   8.30401325       5.57301807       6.15339661    
   6.56129503       1.28660417       2.49779701    
   7.72612858       5.61928988       5.74664974    
   4.32542038       7.31992769       1.38516045    
   5.20813799       1.75125957       7.13465309    
   1.55807662       7.98151398       4.72442484    
  0.576781869       3.51510692       6.44340515E-02
   7.81203842       6.66911459       6.32879305    
   8.33430958       6.77461338       5.99177170    
   1.86577940       3.74683142       3.54516935    
  0.470093012       4.49373674       5.71881485    
   6.08792734       5.91560888       7.05747652    
   2.34077001      0.228491783       3.36075044    
   6.89627504       4.58500051       1.66247010    
   4.21282053E-02   3.59909058       8.63124657    
   4.31512642      0.841165423      0.387830228    
   9.57648373       7.50691128       3.46538234    
   1.93879652       6.22239923       3.84356594    
   3.47493076       5.69783592       1.58364844    
  0.802019119       8.60922337       6.65463686    
   4.94137526       8.34485722       4.56033993    
   2.02323771      0.370038033       6.94540501    
   9.89114857       8.71133041       8.19498920    
   2.17312288       3.59831905       6.01830769    
   5.95541573       7.53767300       6.74409723    
   8.55676556       2.16808891       9.15910244    
   3.29411125       4.54824066       7.41907692    
   4.00695753       1.61625421       5.47685862    
   7.64482546       2.71774554       8.28736401    
  0.192753792       2.86594629      0.464353561    
   2.81580997       9.52787018       8.26024532    
   1.28205538       6.27430677       5.86587620    
   4.88566542       3.59507322       8.55151081    
   3.15049887       2.90417480      0.870011806    
   3.76431322       8.96953106       2.24609280    
   7.10652685       3.40921593       2.39725113    
   7.58022833       2.23093176       9.64436054    
   1.53015566       8.86560631       8.41125202    
   1.53754604       6.08065987       6.57796288    
   9.81542015       4.57608223       3.21498370    
   7.29694986       6.09142780       5.71435452    
   5.37127161       5.73549128       8.74742889    
   2.15075445       2.01465178       1.09215462    
   7.24439001       5.17962170       6.41214609    
   3.88418245      0.186244249       2.61802506    
   6.92730188       3.70699501       8.02981567    
   9.16186571E-02   1.39920688       5.46497631    
   2.96390676      0.817488670       4.85433912    
   4.51820040       9.86438560       1.23085749    
   6.18203402       6.16880846       6.78896523    
  0.777686119       3.09781623       3.58944654    
   9.27958870       1.15898108       5.83423615    
  0.142248154       3.93787718       5.24956226    
   2.98695254       6.86036348      0.697497725    
   2.97454071       4.39964294       7.80664253    
   9.44149208       4.69039774      0.885608792    
   9.94780350       4.58811903      0.114125133    
   4.81125212      0.613844752      0.460567474    
   4.70401192       3.69842815       1.50234556    
   7.27714968       4.31882095       7.22485924    
   6.18239594       8.31696796       8.58010101    
   5.92969561       8.82245827       5.70567560    
   3.91753626       4.00399017       3.02088928    
   5.67531252       1.95827436       2.11394405    
   2.81280804       4.25433302       1.43014169    
   2.65913486       1.20887899       7.02846909    
   3.78143477       7.66709471       9.79413700    
   1.27996778       7.49941158      0.925668955    
   3.63772845       8.76166821       4.29721546    
   2.88023734       6.03432560       5.55688953    
   8.61040115       1.31702375       7.36125755    
   2.43817902       1.30766344       8.78207493    
   1.16205001       7.52618790       1.53404999    
   1.73164093       4.29436159       9.53618526    
   3.17524624       2.73353887       3.02760959    
   9.21515274       6.55579662       6.72770214    
   3.74160504       9.65443802       4.99748468    
   2.10804224       9.28397942       2.24758983    
   6.98882198       2.59565187       5.69420815    
   8.43579865       3.93273044       2.99298310    
   9.18131065       7.42028475       8.23698044    
   5.87778091       3.75994301       5.55971050    
   4.54649305      0.485939503       1.10354948    
   4.13601685       6.20752764      0.132142067    
  0.997016907       3.22864676       1.57979286    
   5.74059772       8.43952179       8.32619095    
   6.12645483      0.107857704       4.35093594    
  0.750265598       4.66144514       5.50307083    
   5.62606859       9.05700588      0.837286949    
   9.08242130       8.63889694       5.17912388    
   1.98642182       8.91160393       8.15955544    
   5.99134016       7.88860989       7.75825405    
   9.95445347       4.33974648       5.39866018    
   1.10594153       8.94463634       6.24335527    
   2.61127043       8.59397507       3.43294144    
   9.40717316      0.248992085       4.21688509    
  0.650515020       3.56938982       8.59913826    
   5.03052950       6.75651121       5.27144766    
   5.69376802       8.86734962       1.03687739    
   8.27426529       4.14283609       1.99096251    
   1.36818886E-02  0.128921509       3.53915763    
   2.77434969       4.06629562       1.86886692    
   1.27345300       8.52173233       6.24223566    
   6.22992373      0.755916059       7.81712151    
   7.89304543       7.91804886       3.56971765    
   6.15203953       8.00337696       1.00949001    
   3.64880276       6.90367365       6.77038860    
   6.95769024       2.28455377       9.90042973    
   5.45020676       1.39231026       3.74856663    
   8.26867771       8.12112999       2.35686302E-02
   5.94577026       4.38471556       7.79680729    
   3.51872015       6.20691061       7.37535858    
   4.91434479       3.46585798       5.81907368    
   5.40576220      0.899961770       9.85334587    
   5.94219398       1.26268959      0.667823195    
   3.07806182       2.10059643       5.62313318    
   7.64311409       5.91619539       6.43519831    
   8.46146202       8.52827549       3.39525723    
   3.79213428       8.23727036       7.62214041    
   4.64655066       6.94137478       4.55056429    
   7.94050407       3.45752239       2.39285350    
   4.20998764       3.63938665       7.64398527    
   5.13850164      0.325418472      0.459201813    
   2.99937248       7.35613966       6.68464470    
   7.28514385       6.69559145       7.39342499    
   4.42081833       3.74351263      0.125059485    
   9.97780228      0.990503669       5.45775938    
   8.40874863       9.02353573       4.02666473    
   7.03015804       4.22614288       9.35334301    
   5.53417253       1.52192163       6.24022675    
   8.26619816       5.41563416       9.67641449    
   7.50543594       2.66461563       3.07837868    
   2.22290325       2.53410077       9.23820496    
   4.89748192       2.26575184       1.63435698    
   7.31392908       3.77611303       1.12197888    
   1.27617049       1.34769154       7.23253059    
   5.64591980       2.00334239       9.10871220    
   2.46324992      0.184630990       1.91078639    
  0.274239421       5.29009199       2.20091486    
   8.79743671       3.19379091       5.95899820    
   6.89094543       4.88585567       1.74241900    
   6.46576834       7.95958900       8.51874733    
  0.452651978       6.19352293       2.06611156    
   5.05749226       8.82218933       6.75229216    
   3.27195764       9.33209419       3.14997244    
   8.86661434       6.21217012       6.00155735    
   6.37312603       4.46817255      0.234017372    
   2.65771818       6.47039461       8.78526592    
   6.99032068       3.83030128      0.946581304    
   5.57580709       8.17594242       8.56713200    
   9.87896729       8.61599159       5.18150330E-02
   4.94871092      0.157709360      0.164575934    
   5.52596569       2.50145102       7.45965767    
   6.72518063       9.56889725       9.97794151    
   8.69731903E-02   5.76411343       8.92766380    
   7.23729229       6.31412983       1.32713163    
   5.08520365       3.19048953       5.34067822    
  0.986993313       8.76364708      0.936666965    
   3.34130740       6.61316967      0.945495725    
   4.27112341       9.42442036       8.36459923    
   7.11202574       9.84777927       5.61541891    
   9.67930031       6.78801727       2.90511894    
   1.08355474       7.06613779       4.37103224    
   5.98858500       4.21300507       8.73157120    
   8.22368622       2.69585800       9.71566772    
  0.768588364       2.66962004       8.72354221    
   4.93566084       2.47294521       9.70172501    
   7.86650467       3.84553671      0.349653125    
   2.15855908       4.30564547       3.84629583    
   6.31140804       5.04112816       3.85948658    
   5.44663525       4.24999571       7.17156506    
   2.58146381       1.14987528       5.56370163    
   8.34780502       5.85029459       3.35931063    
   6.59857035       8.68900967       8.72440624    
   1.79113138       9.37642765       4.70791817    
   6.67171717       4.79236031       5.23502350    
   6.05984592       4.48693657       4.05293274    
   2.82055616       2.88735366       8.69534779    
