   1.02163279      0.107467033      -1.85853255    
   1.02755451      0.424853534      -1.81635273    
   1.34187841     -0.151689932      -1.64012587    
  0.146981597       2.09880567     -0.478800833    
 -0.347273856      0.482652545      -2.02585244    
  0.927735984      -1.85172248     -0.330183268    
 -0.368855894      0.961210012       1.88413477    
  -1.03435159       1.86612046      0.201211438    
 -0.760191083     -0.985802531       1.69787204    
  -1.41849589       1.58596337      0.144154906    
   1.04161441       1.49494600      -1.14845967    
   1.16989231      0.382929415       1.76968372    
  -1.34543586      -1.06652117      -1.16652548    
  -1.58963013     -0.694718063      -1.14658773    
  -1.39447808      0.858771980      -1.32943797    
  -1.07246184      -1.18171406      -1.32786727    
 -0.554471970      -1.61944211       1.20424283    
   4.97642197E-02  0.856719136      -1.94280875    
   1.06308877      -1.80599988      0.181894168    
  -1.26020634      -1.64038467     -0.142870352    
  -7.27798268E-02 -0.737431824       1.98726082    
 -0.594443560       1.09212744       1.74854612    
   2.07800841     -0.418742567      0.313987017    
 -0.636768639     -0.394849032       1.98293328    
   2.03496695      0.379878491      0.612207711    
  -1.97410119     -0.665116191       1.53721299E-03
 -0.432136595       1.82015204       1.07182920    
  -2.03932118       7.10908622E-02 -0.463586450    
 -0.651171088       2.03396082     -0.230323493    
   1.12427008       8.91778842E-02   1.83077943    
   6.88550174E-02  -1.93772852     -0.756424367    
 -0.461440861      0.273887515       2.06621885    
   1.26576042       8.25148970E-02  -1.70779026    
  -1.34547353      0.458605379       1.57712758    
  -1.93812788      0.829459250      -9.74728391E-02
 -0.910782695      -1.74723792     -0.642818272    
 -0.533734560     -0.151620343      -2.02252269    
  -1.61667573       1.11966813     -0.778731525    
  -1.72243702       8.63362998E-02   1.21378720    
 -0.562087297       2.07000470      0.182264343    
   1.40763092      -1.55609179      0.249825478    
  -1.00624037       1.81276858     -0.519682825    
   1.04511702      -1.09657609      -1.46112990    
  0.383624673      0.333619118       2.08583260    
   1.91272140      0.210718319     -0.943966985    
   1.46523154      -1.48478639      0.354362816    
   1.74307549       1.17936134      0.523344100    
   1.44790244     -0.867485225       1.30504465    
   5.77739552E-02 -0.571098983       2.04711103    
   1.03448641      -1.35898137      -1.22428691    
   1.62924993      -7.13052554E-03  -1.37625670    
  -1.11427259       1.68511617      0.713037014    
  0.238808542       1.80512631       1.17129958    
